StockCode,UnitPrice,ProfitMargin,DiscountedPrice,DiscountPct
84840,16.98,7.48,9.17,0.46
84917,4.21,0.15,3.37,0.2
85087,8.47,7.79,8.05,0.05
85094,2.51,0.64,0.9,0.64
85125,10.17,4.45,6.41,0.37
90013A,3.81,1.97,3.2,0.16
90059A,1.69,1.66,1.66,0.02
90073,5.09,0.49,3.31,0.35
90074,9.77,0.78,9.18,0.06
90104,0.83,0.5,0.7,0.16
90129C,1.66,0.54,1.51,0.09
90129D,1.66,0.85,1.51,0.09
90129E,1.66,0.09,0.13,0.92
90160C,7.22,4.21,6.64,0.08
90161D,5.09,3.9,4.33,0.15
90175B,9.34,9.12,9.15,0.02
90177D,2.96,2.23,2.28,0.23
90184C,9.34,2.87,6.16,0.34
90185A,4.24,1.52,2.33,0.45
90208,2.54,1.43,1.96,0.23
15044D,5.91,4.17,4.67,0.21
84707A,9.95,3.82,9.25,0.07
21617,3.75,0.5,3.19,0.15
22693,1.25,0.6,0.99,0.21
35646,4.25,3.8,4.08,0.04
47574A,4.25,3.68,3.7,0.13
71279,2.95,0.56,2.21,0.25
72819,2.55,2.11,2.17,0.15
84665,5.95,1.53,1.79,0.7
20857,1.65,0.27,1.37,0.17
22498,5.95,5.33,5.65,0.05
84725,4.25,3.72,3.83,0.1
37479P,2.55,1.2,1.78,0.3
17038,0.07,0.03,0.06,0.18
84388,1.65,0.22,0.82,0.5
17084J,0.21,0.13,0.2,0.03
84968D,12.75,4.52,12.49,0.02
22211,1.65,1.37,1.44,0.13
22903,2.95,1.29,2.12,0.28
22026,0.42,0.13,0.33,0.21
37340,0.85,0.26,0.69,0.19
16052,0.84,0.76,0.81,0.03
16219,1.7,0.93,1.21,0.29
20763,7.62,7.1,7.39,0.03
20801,5.06,1.52,3.69,0.27
20892,25.49,22.0,23.2,0.09
21316,5.91,3.87,4.43,0.25
21666,1.66,0.84,1.44,0.13
22293,2.98,1.55,2.18,0.27
22608,1.66,1.44,1.49,0.1
22789,4.21,2.65,4.13,0.02
22880,4.21,2.26,3.96,0.06
22883,4.21,3.21,4.0,0.05
22889,4.21,1.56,3.7,0.12
35809A,4.21,2.99,4.0,0.05
35833P,3.36,0.18,2.35,0.3
37500,21.23,17.19,19.53,0.08
37501,14.43,13.22,13.71,0.05
79144C,0.84,0.84,0.83,0.01
85130B,3.36,0.63,1.71,0.49
85170C,4.21,0.77,2.69,0.36
90000B,6.37,4.99,5.16,0.19
90003B,3.81,2.49,2.63,0.31
90005A,2.11,1.96,2.03,0.04
90019C,5.51,1.79,2.59,0.53
90087,1.66,0.43,1.21,0.27
90168,2.96,2.89,2.9,0.02
90169,2.54,1.03,1.3,0.49
90187B,3.39,1.34,1.97,0.42
90202C,2.96,0.54,1.07,0.64
90210C,2.96,0.99,1.01,0.66
22528,3.36,1.5,2.08,0.38
48189,16.98,6.14,10.19,0.4
84989a,2.13,1.57,1.81,0.15
15056n,12.72,3.93,3.94,0.69
21410,8.47,0.97,5.42,0.36
22516,4.21,1.25,2.61,0.38
84559b,1.69,1.38,1.66,0.02
84660c,7.62,4.15,5.41,0.29
85114c,3.36,2.72,2.79,0.17
85173,5.06,3.55,3.59,0.29
22513,7.62,3.9,4.27,0.44
72351a,4.21,2.82,3.07,0.27
84510c,2.51,1.65,2.38,0.05
84596b,2.51,2.38,2.46,0.02
85035c,8.47,8.13,8.3,0.02
85119,3.36,0.87,2.62,0.22
85132a,21.23,10.16,18.89,0.11
22679,2.51,1.25,1.46,0.42
22875,4.21,0.98,1.52,0.64
47570b,21.23,4.59,15.29,0.28
84558a,5.91,3.8,5.14,0.13
21689,3.75,3.38,3.6,0.04
84247E,2.95,1.5,1.59,0.46
85170B,2.1,1.5,1.91,0.09
85170A,2.1,0.19,1.83,0.13
85059,3.75,1.51,2.25,0.4
84497,3.75,0.55,2.44,0.35
85026B,0.85,0.26,0.49,0.42
90175D,8.95,1.14,1.7,0.81
22512,7.62,4.02,5.56,0.27
22611,10.17,0.68,7.22,0.29
22873,4.21,3.8,4.04,0.04
37467,4.21,2.65,4.08,0.03
84251B,0.85,0.48,0.71,0.17
84927D,4.21,3.03,4.04,0.04
85040A,3.36,2.34,2.59,0.23
85213,1.66,0.05,1.36,0.18
90001C,4.24,0.87,1.36,0.68
90019A,5.51,1.22,1.27,0.77
90023,4.24,3.39,3.86,0.09
90027A,2.96,0.6,1.84,0.38
90170,1.69,0.39,0.47,0.72
90186B,2.96,0.75,1.57,0.47
90198A,4.24,1.33,3.14,0.26
90211B,5.94,3.91,5.7,0.04
90214K,0.85,0.36,0.37,0.57
90214P,0.85,0.66,0.77,0.1
90214Z,0.85,0.57,0.73,0.14
20663,2.51,1.11,1.36,0.46
20794,5.06,4.11,4.91,0.03
21269,16.98,10.17,14.09,0.17
21792,13.57,4.33,5.29,0.61
90212C,3.75,2.91,3.49,0.07
22708,0.42,0.32,0.33,0.22
22048,0.42,0.24,0.29,0.31
22057,1.49,0.34,1.42,0.05
22930,2.55,2.38,2.42,0.05
22931,2.55,1.06,1.53,0.4
22932,2.55,1.12,2.45,0.04
22937,2.55,1.77,2.47,0.03
22710,0.42,0.39,0.41,0.03
22051,0.42,0.3,0.39,0.08
22936,3.25,0.5,2.99,0.08
22935,3.25,0.38,2.02,0.38
47348A,1.95,0.59,1.89,0.03
21686,39.95,13.77,30.76,0.23
85024C,1.65,0.13,0.59,0.64
71038,5.45,1.83,1.96,0.64
84613C,4.65,0.79,1.02,0.78
84910A,5.95,5.06,5.77,0.03
21246,4.95,4.22,4.8,0.03
21376,5.45,1.23,1.8,0.67
20618,2.1,0.52,2.04,0.03
47420,0.19,0.03,0.12,0.39
22510,3.75,2.25,3.19,0.15
48116,7.95,5.58,6.12,0.23
72709,0.85,0.44,0.54,0.36
72132,1.95,1.79,1.87,0.04
85118,1.25,0.27,1.19,0.05
35968,0.38,0.03,0.33,0.12
22063,2.95,2.79,2.86,0.03
90184B,8.95,0.85,4.3,0.52
90184A,8.95,3.2,5.01,0.44
84415B,3.75,0.55,0.86,0.77
20906,2.95,2.92,2.92,0.01
21275,16.95,5.83,16.1,0.05
71495B,0.42,0.36,0.36,0.14
78124,2.75,1.03,2.69,0.02
79403,1.66,0.35,0.78,0.53
84251G,0.85,0.08,0.3,0.65
90034,10.19,7.15,8.15,0.2
90040C,3.81,1.91,3.09,0.19
90059D,1.69,1.2,1.61,0.05
90089,1.66,1.06,1.46,0.12
90120A,4.24,0.79,3.56,0.16
90201D,2.96,2.6,2.9,0.02
17013D,3.36,1.03,1.85,0.45
17096,0.43,0.12,0.4,0.07
21285,4.21,3.06,3.96,0.06
21442,1.66,1.61,1.63,0.02
21717,5.06,0.83,2.53,0.5
21749,4.21,0.22,1.64,0.61
21750,4.21,1.73,2.99,0.29
22538,0.85,0.45,0.8,0.06
22541,0.85,0.05,0.16,0.81
22647,3.36,1.92,1.95,0.42
22145,2.1,0.3,1.26,0.4
85230G,0.29,0.24,0.25,0.14
71215,0.42,0.34,0.39,0.06
20695,4.25,1.17,2.25,0.47
22820,0.65,0.4,0.51,0.22
84952A,3.75,1.12,1.91,0.49
84706D,8.95,5.38,8.05,0.1
22828,165.0,28.18,89.1,0.46
22591,2.55,1.12,1.86,0.27
22703,2.1,0.64,0.73,0.65
84247L,0.42,0.37,0.38,0.09
22698,2.95,1.48,2.6,0.12
84875B,3.75,2.66,3.6,0.04
84876D,3.75,2.02,2.51,0.33
84192,1.25,0.82,1.16,0.07
21628,14.95,3.38,7.62,0.49
22254,1.25,1.18,1.21,0.03
21615,3.75,2.54,3.15,0.16
22236,10.95,1.09,1.09,0.9
22933,2.95,1.95,2.74,0.07
22689,7.95,1.2,3.26,0.59
85107,2.55,0.66,1.61,0.37
21382,2.95,0.38,2.12,0.28
44235,0.42,0.16,0.3,0.29
40003,1.25,0.77,0.98,0.22
79190B,0.42,0.37,0.4,0.04
90036D,7.95,4.15,5.49,0.31
21120,16.98,2.34,15.79,0.07
21264,5.91,1.52,5.5,0.07
21284,3.36,0.27,2.28,0.32
22201,8.47,4.2,4.32,0.49
22269,2.51,0.18,0.65,0.74
22526,25.49,20.45,23.2,0.09
84012,5.06,4.34,4.86,0.04
85180B,9.32,6.19,7.92,0.15
90030B,5.94,5.14,5.7,0.04
90030C,5.94,4.17,4.46,0.25
90039B,3.81,2.35,2.55,0.33
90039D,3.81,2.42,2.82,0.26
90093,1.66,1.22,1.33,0.2
90128A,2.51,0.59,1.63,0.35
90128C,2.51,2.09,2.16,0.14
90128D,2.51,1.51,2.43,0.03
90161C,5.09,1.23,2.95,0.42
90174,2.54,0.08,0.81,0.68
90188,2.54,0.8,1.04,0.59
90214O,0.85,0.48,0.59,0.3
16015,0.5,0.13,0.16,0.69
16008,0.25,0.19,0.22,0.12
37444B,2.95,1.78,1.8,0.39
37333,4.95,1.58,4.6,0.07
20778,1.65,1.15,1.17,0.29
20758,0.85,0.73,0.81,0.05
21535,2.55,0.85,1.22,0.52
22319,0.65,0.39,0.45,0.31
22824,35.95,14.43,29.12,0.19
21132,4.25,0.81,3.78,0.11
84818,2.55,0.43,1.61,0.37
90033,2.55,1.64,1.68,0.34
84843,5.95,2.55,2.86,0.52
85032A,2.1,1.17,1.7,0.19
85032C,2.1,0.11,0.57,0.73
35809a,4.21,3.64,3.92,0.07
79066k,1.66,1.21,1.38,0.17
84536b,0.81,0.73,0.78,0.04
84968a,25.49,17.82,21.16,0.17
21144,3.36,0.87,1.24,0.63
21317,11.02,10.36,10.47,0.05
72815,8.47,4.88,7.96,0.06
84510a,2.51,1.38,2.36,0.06
84968e,25.49,19.78,19.88,0.22
85035a,8.47,2.3,6.61,0.22
22885,4.21,1.01,2.15,0.49
84660b,7.62,6.69,7.01,0.08
84356,6.95,3.18,6.46,0.07
47578A,0.85,0.11,0.2,0.77
21562,1.25,0.33,0.66,0.47
22856,1.25,0.68,0.94,0.25
22934,2.95,2.78,2.86,0.03
16048,0.85,0.21,0.4,0.53
20932,7.62,6.06,6.32,0.17
22263,1.66,0.4,1.51,0.09
46776F,4.21,3.35,3.37,0.2
84509E,7.62,5.28,6.86,0.1
84510E,2.51,0.18,0.9,0.64
84748,7.62,1.49,6.25,0.18
90070,6.37,0.53,3.31,0.48
90147,10.62,5.87,8.07,0.24
90201C,2.96,0.1,2.19,0.26
37475,9.95,7.4,9.25,0.07
84951A,2.55,2.19,2.24,0.12
84951B,2.55,0.61,2.19,0.14
22053,1.25,0.11,0.6,0.52
21131,3.75,1.77,2.06,0.45
20654,1.25,0.62,0.91,0.27
17165D,1.05,0.97,1.01,0.04
22291,1.45,0.85,1.04,0.28
15058A,7.95,2.84,6.52,0.18
20868,1.25,0.21,1.21,0.03
84820,5.95,3.13,4.58,0.23
85006,2.95,2.62,2.66,0.1
84821,0.85,0.1,0.24,0.72
84638,6.95,2.28,6.19,0.11
22229,0.85,0.27,0.59,0.3
22228,0.85,0.58,0.79,0.07
16169P,0.42,0.37,0.4,0.05
16054,0.42,0.02,0.26,0.37
84595E,3.75,3.05,3.38,0.1
35915B,1.65,0.51,0.61,0.63
85086A,0.85,0.07,0.12,0.86
85084,0.85,0.14,0.16,0.81
81950V,0.85,0.55,0.62,0.27
22055,1.45,0.21,0.59,0.59
84631,7.95,6.24,7.0,0.12
84799,0.42,0.13,0.41,0.03
35004P,5.45,3.55,3.98,0.27
21454,0.85,0.2,0.67,0.21
15058B,7.95,5.12,6.52,0.18
22391,2.55,1.92,2.45,0.04
21318,3.36,0.69,2.65,0.21
21418,5.06,3.74,4.66,0.08
21420,6.77,1.88,4.74,0.3
22286,3.36,1.88,2.25,0.33
22287,3.36,0.25,1.61,0.52
35609A,2.51,2.34,2.41,0.04
35610C,2.51,2.03,2.06,0.18
46776D,4.21,2.09,2.69,0.36
84688,8.47,4.89,6.69,0.21
84931A,5.06,2.62,3.95,0.22
84968E,25.49,1.42,13.51,0.47
85211,3.36,0.64,2.42,0.28
90031,5.94,1.36,1.49,0.75
90040A,4.24,1.95,3.65,0.14
90125B,4.21,0.13,0.72,0.83
90125D,4.21,1.3,3.41,0.19
85230E,0.29,0.12,0.23,0.21
22826,175.0,41.3,129.5,0.26
22852,4.25,1.76,3.87,0.09
22102,1.65,1.54,1.55,0.06
16033,0.12,0.08,0.12,0.02
20830,2.1,1.42,1.7,0.19
20831,2.1,1.84,1.97,0.06
90003D,3.75,1.38,2.96,0.21
90067A,2.95,2.56,2.66,0.1
21378,1.65,0.85,1.14,0.31
85032B,2.1,1.12,1.39,0.34
22857,0.85,0.71,0.77,0.1
22858,1.65,1.38,1.45,0.12
22861,1.65,0.04,0.79,0.52
22230,0.85,0.14,0.77,0.09
22232,1.65,0.58,0.96,0.42
20793,6.75,5.52,6.14,0.09
20664,2.95,1.62,2.68,0.09
47593A,1.25,0.17,0.4,0.68
20670,2.95,1.0,1.18,0.6
21946,0.85,0.56,0.69,0.19
20666,2.95,1.8,2.86,0.03
82605,2.1,1.43,1.53,0.27
85136B,7.95,6.8,7.23,0.09
84882,3.75,0.67,3.52,0.06
85031A,4.95,0.98,1.83,0.63
16216,0.16,0.04,0.08,0.47
84660B,1.25,1.02,1.09,0.13
21248,1.45,1.18,1.36,0.06
21736,2.1,1.32,1.74,0.17
84922,4.25,3.78,3.99,0.06
90036E,7.95,4.36,5.01,0.37
90160A,6.95,5.06,6.39,0.08
90160B,6.95,1.15,6.05,0.13
90160D,6.95,5.9,6.12,0.12
82011A,3.75,0.26,2.1,0.44
85183A,3.75,2.98,3.19,0.15
21194,4.21,1.65,3.45,0.18
21972,2.98,0.13,1.49,0.5
22281,12.72,8.54,12.34,0.03
22887,4.21,1.9,2.44,0.42
84876B,7.62,0.31,6.32,0.17
90126A,3.36,2.39,2.52,0.25
90190B,2.96,0.93,2.16,0.27
35610B,1.25,0.34,0.88,0.3
84927E,2.1,1.05,1.87,0.11
84816,39.95,7.84,29.16,0.27
90120D,4.25,0.34,2.72,0.36
22289,2.51,0.99,1.76,0.3
20704,14.43,3.0,6.2,0.57
20818,7.62,4.13,6.63,0.13
21199,3.36,0.66,3.16,0.06
21293,4.21,1.61,2.1,0.5
71495A,0.84,0.84,0.82,0.02
84584,5.06,0.24,2.99,0.41
85179C,9.32,1.05,4.47,0.52
85188B,1.66,0.05,0.07,0.96
90076,2.96,1.51,2.19,0.26
90164A,7.64,1.06,3.44,0.55
90164B,7.64,2.7,3.44,0.55
72780,0.85,0.13,0.78,0.08
22954,1.25,1.04,1.11,0.11
22047,0.42,0.4,0.41,0.02
22214,2.55,2.14,2.4,0.06
90162C,2.95,0.54,2.63,0.11
90078,7.5,5.24,5.62,0.25
90032,6.25,3.73,5.94,0.05
21331,12.75,4.3,10.33,0.19
20848,2.95,2.35,2.83,0.04
20826,2.12,1.12,1.53,0.28
21145,1.25,0.17,0.41,0.67
22723,3.95,1.9,3.28,0.17
22722,3.95,2.67,3.0,0.24
22720,4.95,1.57,4.75,0.04
84575A,5.95,2.41,5.41,0.09
84313C,4.25,2.52,3.36,0.21
21473,19.95,7.56,15.36,0.23
90210A,1.25,0.38,0.6,0.52
84823,7.95,3.61,5.17,0.35
90057,1.25,0.41,0.44,0.65
90210D,1.25,1.18,1.21,0.03
22656,125.0,8.32,48.75,0.61
22782,9.95,1.27,5.17,0.48
84766,1.95,0.89,1.87,0.04
20860,2.1,1.44,1.49,0.29
84711B,9.95,0.8,9.55,0.04
84817,0.42,0.08,0.33,0.22
22721,4.95,0.28,1.44,0.71
22711,0.42,0.04,0.16,0.62
22522,0.85,0.33,0.42,0.51
22520,0.85,0.11,0.46,0.46
22270,3.75,1.04,3.52,0.06
85195,2.1,1.17,1.87,0.11
85194L,0.85,0.09,0.22,0.74
84660A,1.25,0.79,1.11,0.11
75178,0.42,0.17,0.28,0.33
75011,0.85,0.72,0.72,0.15
47503A,0.42,0.09,0.37,0.13
22888,0.42,0.01,0.13,0.7
22886,0.42,0.14,0.28,0.33
22881,0.42,0.17,0.21,0.49
22879,0.42,0.2,0.24,0.44
21631,3.95,1.29,2.09,0.47
20705,1.95,1.19,1.5,0.23
90125A,0.85,0.15,0.3,0.65
85180A,1.25,0.79,1.17,0.06
85159B,1.25,0.54,0.93,0.26
22204,3.75,0.34,0.68,0.82
90058B,0.38,0.12,0.3,0.22
84597B,1.25,0.5,0.73,0.42
84616,29.95,17.26,25.46,0.15
84666,3.95,1.51,1.58,0.6
22303,5.06,1.63,1.77,0.65
84796a,8.47,3.02,5.34,0.37
20871,4.21,1.4,3.54,0.16
21160,3.36,2.83,2.89,0.14
21186,3.36,1.52,2.35,0.3
72801d,2.51,0.34,0.78,0.69
85114a,3.36,2.95,3.16,0.06
84673A,0.65,0.56,0.59,0.1
21386,0.85,0.32,0.82,0.04
90146,7.5,7.18,7.2,0.04
22257,0.42,0.1,0.29,0.3
22258,0.42,0.21,0.39,0.08
22259,0.42,0.4,0.4,0.04
35817P,2.55,1.27,1.76,0.31
85141,10.75,2.24,4.41,0.59
90042A,2.55,1.47,1.89,0.26
90136,9.95,4.27,8.76,0.12
90060B,5.95,3.21,5.65,0.05
90035A,10.75,5.27,6.34,0.41
90133,4.95,1.95,3.42,0.31
90179A,5.95,4.5,5.65,0.05
79329,1.65,0.15,0.81,0.51
85146,4.95,0.18,2.92,0.41
22033,0.42,0.32,0.36,0.15
22032,0.42,0.31,0.34,0.2
84751B,3.75,0.76,2.81,0.25
84507B,2.55,0.24,1.27,0.5
84620,5.95,1.15,2.98,0.5
84929,0.55,0.38,0.47,0.14
21707,4.95,3.77,4.55,0.08
22868,1.95,0.88,1.89,0.03
22877,1.95,1.85,1.91,0.02
22878,2.1,1.57,1.72,0.18
22874,1.95,0.13,0.76,0.61
22872,1.95,1.53,1.74,0.11
22869,1.95,0.32,0.41,0.79
22871,1.95,1.58,1.83,0.06
22302,2.55,1.1,1.71,0.33
47594B,1.95,1.85,1.85,0.05
21196,1.65,0.24,1.04,0.37
22218,4.25,1.64,3.36,0.21
22970,2.55,1.04,2.07,0.19
22062,2.95,2.0,2.74,0.07
22040,0.42,0.05,0.2,0.52
21348,2.55,2.44,2.47,0.03
22971,2.55,1.97,2.09,0.18
84877B,1.25,0.61,1.01,0.19
84926F,0.42,0.05,0.18,0.57
21400,0.42,0.15,0.23,0.46
35911A,2.1,0.15,0.94,0.55
85031C,4.95,4.91,4.9,0.01
84613A,4.65,0.6,1.63,0.65
90012B,9.95,1.09,5.67,0.43
21043,5.95,0.8,3.81,0.36
37342,0.85,0.06,0.43,0.49
84750B,1.95,1.68,1.91,0.02
21425,2.95,0.08,0.53,0.82
72800C,2.55,1.61,1.78,0.3
35810A,2.1,1.85,2.04,0.03
21491,1.95,1.04,1.13,0.42
21633,3.95,0.5,2.09,0.47
35607A,0.19,0.08,0.16,0.16
22410,1.25,0.46,1.21,0.03
84859A,5.95,3.74,4.11,0.31
85103,6.75,5.1,6.34,0.06
85031B,4.95,1.2,4.5,0.09
22249,0.85,0.25,0.34,0.6
22407,1.25,0.31,0.69,0.45
85205B,2.55,1.75,1.89,0.26
22929,65.0,40.5,57.2,0.12
85163A,12.75,3.36,7.01,0.45
85163B,12.75,9.16,9.95,0.22
85088,4.21,3.14,3.79,0.1
90201A,2.96,1.42,1.81,0.39
90202A,2.96,2.34,2.55,0.14
90206A,5.09,2.45,2.7,0.47
84600,16.13,14.04,15.0,0.07
84857C,16.98,12.18,13.58,0.2
90144,3.81,3.27,3.7,0.03
90165B,2.54,0.5,1.32,0.48
20694,7.62,2.17,4.88,0.36
20869,1.28,0.05,0.86,0.33
20954,8.47,4.46,6.01,0.29
21455,1.66,0.25,1.05,0.37
22206,0.85,0.56,0.82,0.03
35933,4.21,1.67,3.2,0.24
85232A,10.17,8.28,8.44,0.17
90027B,2.96,0.53,2.81,0.05
90122A,5.09,4.14,4.33,0.15
90197B,5.09,1.37,1.93,0.62
72225C,0.29,0.02,0.03,0.91
21424,2.95,0.3,2.51,0.15
46000U,1.25,0.27,0.85,0.32
35400,8.95,5.12,6.0,0.33
90072,4.24,2.8,3.39,0.2
90214T,0.85,0.45,0.5,0.41
20934,11.02,9.36,10.36,0.06
21402,0.85,0.21,0.64,0.25
47585A,10.17,3.55,4.88,0.52
90011D,2.96,1.48,2.81,0.05
90012A,10.2,3.45,3.47,0.66
90042C,2.54,1.12,2.31,0.09
90141C,5.51,0.97,3.42,0.38
90142A,5.09,0.17,1.73,0.66
90165A,2.54,2.41,2.41,0.05
90177B,2.96,1.16,2.78,0.06
90202D,2.96,0.96,0.98,0.67
90154,8.95,6.27,8.14,0.09
90199D,6.35,6.11,6.16,0.03
90014A,9.95,9.13,9.15,0.08
90178B,11.95,11.39,11.59,0.03
21009,1.25,0.63,0.64,0.49
21793,6.75,5.76,6.08,0.1
85023B,2.55,0.24,1.2,0.53
85109,0.85,0.84,0.83,0.02
84804A,2.95,1.56,2.57,0.13
84800L,2.12,1.28,1.67,0.21
84800M,1.69,1.48,1.64,0.03
84802A,1.69,0.62,1.59,0.06
84806A,1.45,0.83,1.13,0.22
22707,0.42,0.36,0.4,0.05
21503,0.42,0.37,0.39,0.06
90108,1.05,0.3,0.72,0.31
16207A,2.95,2.24,2.74,0.07
21747,1.25,1.17,1.19,0.05
84457,0.85,0.51,0.53,0.38
84249A,0.42,0.19,0.31,0.27
22148,4.21,3.44,3.87,0.08
90011B,2.96,0.07,1.89,0.36
90055,2.54,0.17,0.33,0.87
90142D,5.09,1.23,2.09,0.59
90176B,7.64,4.61,4.66,0.39
21198,0.42,0.33,0.37,0.11
90027D,2.95,0.66,2.33,0.21
44228,0.85,0.5,0.7,0.18
85230A,0.21,0.17,0.17,0.18
79191D,1.66,0.4,0.45,0.73
22066,1.45,0.3,0.94,0.35
35819B,2.51,1.32,2.03,0.19
84199,0.21,0.09,0.09,0.57
82613A,1.25,0.89,1.06,0.15
85135A,7.95,1.05,5.64,0.29
22823,125.0,50.18,96.25,0.23
22138,4.95,1.31,4.36,0.12
15044A,2.95,0.28,2.09,0.29
85231b,1.66,0.55,1.58,0.05
85114b,3.36,2.54,2.86,0.15
85160a,16.13,11.18,11.29,0.3
82613b,2.51,2.42,2.43,0.03
82613c,2.51,2.31,2.33,0.07
84795b,16.98,15.35,16.64,0.02
85126,13.57,11.83,13.03,0.04
47518f,4.21,0.89,3.83,0.09
85035b,8.47,6.94,7.28,0.14
84968f,25.49,17.32,23.2,0.09
85049g,2.51,1.11,1.56,0.38
84499,0.85,0.4,0.49,0.42
16045,0.12,0.06,0.09,0.23
21394,1.95,0.35,1.13,0.42
22046,0.42,0.12,0.39,0.07
84931B,1.66,1.34,1.56,0.06
21270,8.47,1.14,7.11,0.16
85161,12.72,3.09,8.14,0.36
90011A,2.96,2.47,2.58,0.13
90013D,4.24,3.3,4.11,0.03
90024E,8.49,3.76,7.13,0.16
90024F,8.49,1.21,7.39,0.13
90103,2.54,0.79,1.98,0.22
90152A,5.51,1.65,5.34,0.03
90205C,1.69,1.17,1.45,0.14
22247,0.81,0.72,0.76,0.06
84251C,0.43,0.02,0.21,0.5
16206B,1.25,0.95,1.04,0.17
46138B,1.95,0.72,1.31,0.33
20701,3.75,1.34,3.64,0.03
90112,1.05,0.7,0.73,0.3
35443,0.85,0.59,0.75,0.12
21661,5.95,4.13,4.64,0.22
90125E,1.66,1.18,1.46,0.12
85168B,8.47,1.86,2.63,0.69
85186C,0.85,0.69,0.72,0.15
84926E,0.42,0.19,0.22,0.47
21129,6.95,4.69,6.6,0.05
84218,1.95,0.07,0.39,0.8
85194S,0.65,0.44,0.56,0.14
22268,1.66,0.16,0.63,0.62
90037B,2.54,0.66,2.39,0.06
90041,3.81,0.41,2.21,0.42
90125C,1.66,0.55,1.06,0.36
90163A,7.64,0.51,1.22,0.84
90163B,7.64,5.46,7.33,0.04
35911B,2.1,2.04,2.04,0.03
84989A,0.55,0.36,0.45,0.19
79071B,2.95,2.21,2.45,0.17
16169M,0.42,0.18,0.23,0.45
22709,0.42,0.4,0.4,0.04
20785,39.95,13.57,21.97,0.45
85089,2.95,0.8,1.48,0.5
35909A,2.95,0.99,1.33,0.55
35910A,1.95,1.39,1.66,0.15
21763,29.95,5.82,18.27,0.39
20933,3.75,3.53,3.6,0.04
35972,1.25,1.02,1.14,0.09
90155,7.64,5.67,5.81,0.24
47589,5.45,3.23,3.6,0.34
84661A,2.51,1.32,1.48,0.41
90118,2.51,0.19,1.93,0.23
90182C,2.96,1.78,1.84,0.38
21278,2.55,1.07,1.45,0.43
47518F,0.42,0.36,0.38,0.1
16156L,0.42,0.12,0.3,0.28
47351B,2.95,2.18,2.42,0.18
21084,0.65,0.06,0.42,0.36
21088,0.65,0.48,0.53,0.18
21096,0.85,0.6,0.7,0.18
90119,2.51,0.13,0.88,0.65
84741C,1.95,1.23,1.85,0.05
22266,0.65,0.27,0.49,0.25
22267,1.25,0.91,1.04,0.17
21003,6.35,3.91,5.08,0.2
21757,4.95,4.84,4.85,0.02
90123B,5.95,3.95,5.3,0.11
90123C,5.95,2.59,4.88,0.18
90122C,4.95,4.68,4.7,0.05
90156,4.95,2.97,3.71,0.25
84617,12.75,7.26,11.22,0.12
21332,12.75,10.51,11.35,0.11
35923,2.51,0.65,0.85,0.66
84661C,2.51,2.27,2.46,0.02
90038B,3.81,0.82,3.28,0.14
90137,5.51,4.92,5.29,0.04
90181A,9.34,0.73,4.48,0.52
90214W,0.85,0.46,0.63,0.26
90059F,1.69,0.87,1.12,0.34
44091A,0.42,0.33,0.35,0.17
21280,2.55,1.95,2.01,0.21
90037C,2.54,1.29,1.4,0.45
90122B,5.09,1.92,4.38,0.14
35915C,3.36,0.38,1.85,0.45
85197,2.1,1.13,1.7,0.19
85019B,4.25,0.37,1.36,0.68
16207B,2.95,0.46,1.48,0.5
20698,2.55,2.37,2.5,0.02
47556B,2.55,0.15,0.18,0.93
79323P,6.75,2.83,2.84,0.58
21655,1.69,0.06,0.93,0.45
35265,6.95,0.55,6.32,0.09
16162L,0.65,0.33,0.6,0.07
90092,1.66,0.54,1.21,0.27
90190A,2.96,0.33,2.75,0.07
90011E,2.96,1.62,2.78,0.06
90038A,3.81,3.2,3.47,0.09
90079,5.09,3.95,4.78,0.06
21667,14.95,14.5,14.5,0.03
22323,1.95,0.19,0.7,0.64
22103,1.65,1.15,1.52,0.08
90141D,5.51,1.3,4.46,0.19
85160B,16.13,14.96,15.65,0.03
23231,0.42,0.29,0.32,0.25
62086A,1.95,0.58,1.7,0.13
90039A,3.73,0.93,1.12,0.7
21371,4.96,4.72,4.76,0.04
35912B,1.25,0.95,1.15,0.08
23230,0.42,0.39,0.41,0.02
85206B,1.65,0.09,0.63,0.62
85189,0.85,0.54,0.82,0.04
84745A,0.42,0.08,0.34,0.2
84745B,0.42,0.23,0.24,0.42
90130D,2.9,1.27,1.65,0.43
21117,6.75,1.67,1.96,0.71
21459,1.95,0.93,1.52,0.22
21460,1.95,0.97,1.27,0.35
37468,7.46,3.97,4.48,0.4
21897,5.79,0.45,3.47,0.4
85231g,1.63,1.35,1.55,0.05
72369A,2.46,0.26,0.59,0.76
22967,2.55,2.05,2.42,0.05
22957,2.55,2.53,2.5,0.02
21082,1.63,0.7,1.17,0.28
21368,2.55,0.9,1.45,0.43
17174,0.42,0.36,0.39,0.07
23233,0.42,0.1,0.23,0.46
35921,1.25,0.49,1.05,0.16
85200,1.25,0.74,0.88,0.3
84231,0.65,0.3,0.64,0.02
21461,1.95,1.25,1.42,0.27
84462,1.25,0.65,0.71,0.43
84461,2.55,2.43,2.45,0.04
35922,4.95,1.69,2.43,0.51
84675,2.95,1.56,2.51,0.15
47469,0.65,0.52,0.64,0.02
23232,0.42,0.17,0.29,0.32
84905,4.95,1.73,1.73,0.65
84806B,1.45,1.08,1.1,0.24
